"qid","title","created","NAVICAT_ROWID"
"458909971","警方通报成都 49 中学生坠亡：排除刑案，家属对调查结论无异议，还有哪些信息值得关注？","1620734269","365"
"459111351","我大一，我妈46岁，我妈怀孕想生下来，但是家庭就普普通通的，怕他们太辛苦，但是他们坚持要生，怎么办？","1620830015","366"
"459227388","国家统计局副局长称需提高生育意愿，「可能有很多人不愿意生育，具备条件了也不一定生」，是哪些因素导致的？","1620894089","367"
"459310609","如何看待搜救驴友的救援队断水，得救的驴友却在山下烧水泡茶？","1620921851","368"
"459915610","为何现在国企那么多人都在摸鱼工作？","1621230910","369"
"460831392","袁隆平给我们留下了怎样的精神遗产？","1621671707","370"
"461144113","吴孟超院士的灵堂放的不是哀乐是《国际歌》，你怎么看？","1621837411","371"
"461486744","雄安被确认为婚俗改革实验区，通过 3 年实验遏制婚俗不正之风，或将产生哪些具体影响？","1622006425","372"
"462345321","如何看待衡水中学学生说「我就是一只来自乡下的土猪，也要立志去拱大城市里的白菜」？","1622428711","373"
"462489226","三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？","1622476235","374"
"462960220","为什么社会一定要毒打年轻人？","1622708861","375"
"463996685","有哪些你慢慢领悟到了的道理？","1623189718","376"
"463998872","如何看待教育部通报湖北某考生考中作弊，将手机夹在衣服中带入考场，系考中个人作弊，不存在考前泄题?","1623193505","377"
"465217042","王思聪为什么没能搞定孙一宁？","1623764990","378"
"467251348","「普信男」这个词是否伤害到了广大男同胞们？","1624550888","379"
"471146308","如何看待网传的「日本萌娃」其实是杭州小孩？这反映了什么问题？","1625815409","380"
"474386080","如何看待网友在鸿星尔克的直播间里留言表示什么时候发货都无所谓就是支持？","1627046391","381"
"474656166","鸿星尔克捐款5000万是不是一场豪赌？","1627118066","382"
"474864144","如何看待亚马逊此次下重手封号 5 万中国卖家，造成损失超千亿？","1627210822","383"
"475019138","90%的自然死亡中，明显男性短命于女性，为什么男性退休年龄晚于女性十年？","1627275047","384"
"476136722","东京奥运是日本故意恶心中国吗？","1627640805","385"
"477419969","今年上半年全国离婚登记人数减少 5 成，为何上半年离婚登记人数会下降这么多？","1628131322","386"
"477675322","恋爱谈久了腻味之后，你们都会通过哪些方式回到热恋期？","1628216574","387"
"479538653","媒体评张哲瀚事件：「伤害民族感情，必须凉凉」，后续进展会如何？","1628850540","388"
"480068075","面对导游强制消费时，导游只有一个人，为什么一车的游客不会集体反抗？","1629083825","389"
"480339643","如果你的孩子一顿饭要吃30斤肉否则就会饿死，但是家庭条件不富裕，你会怎么办？","1629170738","390"
"483283037","男朋友是外卖员和代驾，资助我上大学，临毕业发现很多比他更优秀的男生，现在很迷茫，应该还钱分手吗?","1630211738","391"
"483836246","如何看待黑龙江某职业学院黑社会式查寝？学生会言行如黑恶势力是什么导致的？","1630414127","392"
"484004714","大学生家中上吊身亡，手机里发现多条网贷催款信息，大学生网贷危害有多大？","1630482649","393"
"484388628","5 小时内，纽约市遭灌入相当于 50000 个奥运泳池的水量，目前情况如何？","1630634959","394"
"486450966","湖南女子高速上捅刺司机完整视频曝光：女子行凶前主动递烟，司机坚持靠边停车避免重大事故，还有哪些细节？","1631462546","395"
"487684056","如何用言语使美国人破防？","1631964644","396"
"489063776","相由心生这种说法是不是很恶心?","1632616172","397"
"489223523","性别对立到最后谁会赢呢？","1632682852","398"
"489830306","欧洲为什么能突破内卷？","1632923556","399"
"490147673","如何评价“自己这辈子已经够苦了，何苦生个孩子来世上受苦”这种论点？","1633083937","400"
"490522012","如何看待山东威海一护士凌晨下班赶回家化妆结婚，对此你有什么想说的？","1633310938","401"
"491179799","小混混和黑社会是怎么消失的?","1633668539","402"
"492299918","官方回应莆田 2 死 3 伤刑案，不存在涉黑涉恶情况，还有哪些信息值得关注？","1634177316","403"
"492566440","如何反驳女性在与伴侣争吵中说出的“我要的不是xx（彩礼、房子等等），要的只是个态度”？","1634280288","404"
"494854915","如何看待同届毕业的何同学与大猛子间的差异？","1635318770","405"
"495059975","如何看待上海一餐馆声明免费添饭，环卫工连吃 7 碗饭后饭店老板翻脸怼人，老板回应「他们要打包带走」？","1635400840","406"
"497653106","什么情况下老实人会变成人精？","1636429200","407"
"498986933","为什么长大后重读《鱼，我所欲也》感到恶心？","1636942834","408"
"500697638","深圳奶茶店一杯橄榄汁卖 1000 元，店铺回应「进价就要 800 多」，奶茶店「网红」产品定价合理吗？","1637550628","409"
"502752163","杭州外卖小哥陈光进6年跑外卖攒下100万准备在杭州全款买房，如何看待他的拼搏人生？","1638269998","410"
"503082557","四川一村民袭警，民警多次警告无效后连开数枪致其身亡，还有哪些信息值得关注？","1638411412","411"
"503147648","今天是国家宪法日，我们的生活离「宪法」有多近？","1638425629","412"
"503511454","女性到了28周岁婚姻就只能将就了二婚男吗？","1638543343","413"
"505337323","一律师乘高铁「霸铺」被曝光后，以侵犯其名誉权为由起诉央视，如何从法律角度解读？","1639214152","414"
"505445292","青岛大学教职工发表涉靖国神社不当言论，校方回应「给予行政记过处分」，该教职工还会受什么处罚？","1639274748","415"
"505505043","遭辱骂外卖小哥表示「未和当事女生达成和解，考虑起诉」，如何从法律角度进行分析？","1639289747","416"
"505514174","男子吃 12 元管饱水饺只吃馅不吃皮，被发现后恼羞成怒称「有社会朋友」，如何从法律和道德评价这种行为？","1639291501","417"
"505668919","昆明两摊贩争摊位当街互怼，大学生集体站队老人，年轻夫妻备受舆论压力，对于具有争议性事件应该如何评判？","1639362261","418"
"505710085","媒体报道中高级职业技术院校学生未毕业就被企业抢空，人手 2 到 4 个 offer，如何看待这一现象？","1639370713","419"
"505852017","是哪些原因导致了美国出现衰落迹象？","1639409200","420"
"505858016","到底什么是「人间烟火气」？","1639411519","421"
"505933473","央视记者王冰冰成学界关注热点，多篇论文以其为例进行分析，如何看待这一现象？具有哪些意义？","1639453077","422"
"505989630","如何看待美国新冠确诊病例超 5000 万，累计死亡接近 80 万，7 个人就有超过 1 人感染新冠？","1639466326","423"
"506030252","江苏无锡一女子深夜上班途中失联至今未找到，其母亲称「女儿进入本不该路过的小区后消失」，具体情况如何？","1639474367","424"
"506055314","阿富汗尼汇率一周暴跌 30%，联合国称阿富汗超一半人口面临严重食物短缺，当地情况怎么样？","1639483890","425"
"506133322","博士虎爸逼在上小学、幼儿园的儿女学高数、文言文，有时出现殴打行为，这种教育方式会对孩子产生哪些影响？","1639533120","426"
"506271561","如何看待立陶宛外交部召回驻中国临时代办，中立关系下一步将如何发展？","1639562694","427"
"506284980","媒体评「中国农发行河南分行回应女子实名举报」称「有玩文字游戏之意，需公布细节回击」，事件或将如何发展？","1639567729","428"
"506389389","中国日语高考生数量快速增长，2021 年全国高考日语考生人数约达 20 万人，如何看待这一现象？","1639622867","429"
"506390531","如何看待成都双流机场饮料机售卖「缩水」饮料，该行为是否涉嫌违法，相关方将承担哪些法律责任？","1639623080","430"
"506411922","如何看待胡锡进卸任《环球时报》总编辑？还有哪些信息值得关注？","1639627278","431"
"506413204","如何看待胡锡进卸任环球时报总编辑，将以环球时报特约评论员身份继续工作？","1639627743","432"
"506722273","2021年12月18(一说19)日为王安石诞辰一千年，如何评价王安石的一生？","1639731978","433"
"506728745","怎么看待各地要求电瓶车拆除挡风被、挡风板?","1639733491","434"
"506799442","X承欢这个名字有盼弟弟的意思吗?","1639767875","435"
"507077855","如何看待国产新能源车-20℃最新测试续航超过300公里，但大家对新能源车的续航焦虑却有增无减？","1639893249","436"
"507281554","官方通报「山东艺考被指泄题作弊」称「零容忍，已查清部分事实」，这会造成哪些影响？泄题者应承担什么责任？","1639981124","437"
"507287137","网曝闪创教育诱导大学生贷款，公司称「系大学生主动点借款协议，该为自己行为负责」，如何从法律角度解读？","1639982396","438"
"507313320","薇娅涉嫌偷逃税被罚，「带货主播」应如何缴税？对加强网络直播税收监管有何影响？","1639987007","439"
"507429139","妇女权益保障法修订草案规定禁止用 PUA 残害妇女，确保女厕位多于男厕位，对女性保护有哪些积极意义？","1640046169","440"
"507508945","网文作家张恒(zhttty)发文称诬告者微博是三无账号绑定手机信息系83岁老人，男性被诬告该如何维权？","1640066903","441"
